id,source,name,neighborhood_overview,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
28315921,city scrape,Grand Baymen -Premium- One Bedroom Condo- FreeWIFI,"We are just a few blocks to the super fun and colorful town of San Pedro, which is the main town on Ambergris Caye. Grand Baymen is close to shopping, restaurants, and grocery store golf cart rentals.",45444370,ECI Development,30/09/15,"San Pedro, Belize",within a day,50%,20%,f,11,26,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.91305,-87.9704,Entire condo,Entire home/apt,2,1,1,2,"[""Air conditioning"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Gym"", ""Refrigerator"", ""Pool"", ""TV"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Free parking on premises"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials"", ""Long term stays allowed""]",$373.00,1,30,1,t,30,60,90,365,3,0,0,02/01/20,04/01/22,4.67,4.33,3.67,f,11,10,1,0,0.05
28316404,city scrape,Areca House Studio~Gold Standard ~Private Entrance,"- Hopkins Village:  Hopkins itself is a small village with a collection of exclusive beach resorts to the south of the main village, and several mom-and-pop restaurants and general stores in the village itself.   For a small village, Hopkins had an impressive array of places to visit and many activities will keep you quite busy.   <br /><br />- Snorkeling/Scuba Diving: Belize has a magnificent living coral reef which is about 185 miles of a great variety of reef types, exotic coral formations, and encounter eagle rays, sea turtles, a wide diversity of exotic fish, and even dolphins or friendly nurse sharks nesting in this underwater ecosystem. Yes, you read right, dolphins and sharks!<br />There may be more than 360 species of sharks in the oceans of the world and Belize's waters atolls and mangrove estuaries are home to a few of these. This is truly a remarkable sight and certainly one to remember.  <br /><br />- Hiking Activities: Discover a breath-taking waterfall amidst Maya artifa",211931269,Joseph (Doc),26/08/18,"Florida, United States",within an hour,100%,94%,t,2,3,t,"Hopkins/Sittee River Village, Belize",Stann Creek Mainland,Stann Creek,16.83821,-88.27039,Entire home,Entire home/apt,2,1,0,2,"[""Hair dryer"", ""Hot water"", ""Shared patio or balcony"", ""Hammock"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Clothing storage: closet"", ""Portable fans"", ""Private backyard \u2013 Fully fenced"", ""Drying rack for clothing"", ""Free driveway parking on premises \u2013 2 spaces"", ""Window AC unit"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Room-darkening shades"", ""Cleaning products"", ""Coffee"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Free washer \u2013 In building"", ""Safe"", ""Kitchen"", ""Resort access"", ""Wine glasses"", ""Stove"", ""Ceiling fan"", ""Essentials"", ""TV with standard cable"", ""Long term stays allowed""]",$220.00,4,365,4,t,7,23,49,324,49,6,0,11/02/19,01/05/24,4.82,4.73,4.65,f,2,2,0,0,0.68
28318253,city scrape,Areca House 2 BR~Gold Standard~Private Entrance,"- Hopkins Village:  Hopkins itself is a small village with a collection of exclusive beach resorts to the south of the main village, and several mom-and-pop restaurants and general stores in the village itself.   For a small village, Hopkins had an impressive array of places to visit and many activities will keep you quite busy.   <br /><br />- Snorkeling/Scuba Diving: Belize has a magnificent living coral reef which is about 185 miles of a great variety of reef types, exotic coral formations, and encounter eagle rays, sea turtles, a wide diversity of exotic fish, and even dolphins or friendly nurse sharks nesting in this underwater ecosystem. Yes, you read right, dolphins and sharks!<br />There may be more than 360 species of sharks in the oceans of the world and Belize's waters atolls and mangrove estuaries are home to a few of these. This is truly a remarkable sight and certainly one to remember.  <br /><br />- Hiking Activities: Discover a breath-taking waterfall amidst Maya artifa",211931269,Joseph (Doc),26/08/18,"Florida, United States",within an hour,100%,94%,t,2,3,t,"Hopkins/Sittee River Village, Belize",Stann Creek Mainland,Stann Creek,16.84014,-88.27218,Entire home,Entire home/apt,5,1,2,3,"[""Outdoor furniture"", ""Hair dryer"", ""Hot water"", ""Shared patio or balcony"", ""Hammock"", ""Coffee maker"", ""Fire extinguisher"", ""Long term stays allowed"", ""Oven"", ""Clothing storage: closet"", ""Private backyard \u2013 Fully fenced"", ""Drying rack for clothing"", ""Self check-in"", ""Free driveway parking on premises \u2013 2 spaces"", ""Window AC unit"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Carbon monoxide alarm"", ""Building staff"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Blender"", ""Microwave"", ""Shared beach access"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Cleaning products"", ""AC - split type ductless system"", ""Coffee"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Free washer \u2013 In building"", ""Safe"", ""Kitchen"", ""Wine glasses"", ""Stove"", ""Ceiling fan"", ""Essentials"", ""Pocket wifi"", ""TV with standard cable"", ""Paid resort access""]",$339.00,5,365,5,t,5,30,60,335,56,6,0,08/12/18,07/08/24,4.91,4.88,4.84,f,2,2,0,0,0.76
28363146,city scrape,Luxury 2-bedroom 2 Bathroom Beachfront Villa,"Hopkins is widely considered a hidden gem in Belize. It is a small, coastal, fishing village that is centrally located to the vast majority of Belize's most exciting water and land attractions. Hopkins Village is a Garifuna village on the coast of the Stann Creek District in Belize. Hopkins is considered by some Belizeans to be the cultural center of the Garifuna population in Belize. The town hosts its own national holiday, Hopkins Day, and welcomes people for their celebration on Garifuna Independence Day as well, they do this with drum ceremonies that can last till early hours in the morning. <br />Hopkins is surrounded by the Maya Mountains and the Cockscomb Range inland, and the Caribbean Sea on its shore. It is also very close to the Sittee River. <br /><br />Today Hopkins is a small but vibrant community of approximately 1,000 villagers. The people live mostly by farming and fishing, and more recently many have found work in the growing tourist industry. The residents are known ",160615050,Jo-Anne,29/11/17,"Hopkins, Belize",within an hour,100%,100%,t,10,11,f,"Hopkins Village, Stann Creek District, Belize",Stann Creek Mainland,Stann Creek,16.877446,-88.288251,Entire condo,Entire home/apt,4,2.5,2,2,"[""Outdoor furniture"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Hammock"", ""Beach view"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Shared hot tub"", ""Ocean view"", ""Shared outdoor pool - available all year, open 24 hours, infinity, pool toys"", ""Smoke alarm"", ""High chair"", ""Private patio or balcony"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Building staff"", ""Resort view"", ""Sea view"", ""Cooking basics"", ""Wifi"", ""Shared backyard \u2013 Not fully fenced"", ""Bed linens"", ""Garden view"", ""Microwave"", ""Free street parking"", ""Children\u2019s bikes"", ""Iron"", ""Electric stove"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Dishwasher"", ""BBQ grill"", ""Pool view"", ""Central air conditioning"", ""Free parking on premises"", ""Free washer \u2013 In unit"", ""Crib"", ""Resort access"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Essentials"", ""TV with standard cable"", ""Heating""]","$1,412.00",2,1125,1,t,6,15,28,282,25,2,0,27/12/18,06/04/24,4.84,4.84,4.6,t,10,10,0,0,0.34
28387479,city scrape,Jaguar House,"Our closest community is the small village of Mile 28. We have a close relationship with this community and if you are interested in immersing yourself in a traditional Central American village, we have some lovely neighbours that would be happy to take you on a tour of their beautiful fruit orchards.",52665457,Vanessa,29/12/15,"North Vancouver, Canada",within an hour,100%,100%,f,9,11,t,"Stann Creek District, Belize",Stann Creek Mainland,Stann Creek,17.02637,-88.51217,Farm stay,Entire home/apt,5,1,2,4,"[""Hot water"", ""Backyard"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Baking sheet"", ""Smoke alarm"", ""Pets allowed"", ""Refrigerator"", ""First aid kit"", ""TV"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Dishes and silverware"", ""Private entrance"", ""BBQ grill"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Dryer"", ""Piano"", ""Washer"", ""Children\u2019s books and toys"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials""]",$161.00,3,730,3,t,27,53,74,330,8,0,0,05/12/18,04/03/20,4.38,4.5,4.38,t,9,3,6,0,0.11
28408478,city scrape,Spacious Ocean Front Lower Suite sleep 4,"The house is located in the resort district, 2 miles south of Hopkins,  next to a Padi 5 dive shop and within walking distance on many great restaurants, bars, a gym, spa  and convenience store.",212988722,Cornel,01/09/18,"Lewisville, TX",within an hour,100%,100%,f,5,7,t,"Hopkins, Stann Creek District, Belize",Stann Creek Mainland,Stann Creek,16.84003,-88.2732,Private room in guest suite,Private room,4,1,1,1,"[""Hair dryer"", ""Hammock"", ""Fire extinguisher"", ""Board games"", ""Self check-in"", ""Waterfront"", ""Private patio or balcony"", ""Dining table"", ""Outdoor shower"", ""Beach essentials"", ""Bed linens"", ""Microwave"", ""Children\u2019s bikes"", ""Hangers"", ""Free dryer \u2013 In building"", ""Cleaning products"", ""Freezer"", ""Coffee"", ""Body soap"", ""Extra pillows and blankets"", ""Hot water"", ""Mini fridge"", ""Kayak"", ""Oven"", ""Babysitter recommendations"", ""Toaster"", ""Sea view"", ""Wifi"", ""Sun loungers"", ""Iron"", ""Cleaning available during stay"", ""Stainless steel gas stove"", ""Pool view"", ""Central air conditioning"", ""Crib"", ""Resort access"", ""Safe"", ""Wine glasses"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed"", ""Beach view"", ""Clothing storage: closet"", ""Baking sheet"", ""Drying rack for clothing"", ""Life size games"", ""Luggage dropoff allowed"", ""Ocean view"", ""Private living room"", ""Hot water kettle"", ""Smoke alarm"", ""High chair"", ""Outdoor dining area"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Bikes"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Shared backyard \u2013 Not fully fenced"", ""Cooking basics"", ""Lockbox"", ""Shower gel"", ""Private entrance"", ""Coffee maker: Keurig coffee machine"", ""Laundromat nearby"", ""Private outdoor pool - available all year, open specific hours"", ""Children\u2019s dinnerware"", ""Heating"", ""Outdoor furniture"", ""Dedicated workspace"", ""Conditioner"", ""Shampoo"", ""First aid kit"", ""Blender"", ""Dishes and silverware"", ""40 inch TV with standard cable"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Free parking on premises"", ""Ethernet connection"", ""Free washer \u2013 In building"", ""Books and reading material"", ""Kitchen""]","$1,119.00",1,365,1,t,11,31,38,270,3,0,0,07/11/18,09/03/19,4,4.33,4.33,t,3,2,1,0,0.04
28437840,city scrape,Hotel Room on the Beach 2C,,2342237,Elizabeth,10/05/12,"San Pedro, Belize",within an hour,100%,94%,,4,6,t,,Belize Islands,Belize,17.90981,-87.9708,Room in resort,Hotel room,2,1,1,1,"[""Air conditioning"", ""Hair dryer"", ""Hot water"", ""Fire extinguisher"", ""Self check-in"", ""Luggage dropoff allowed"", ""Shampoo"", ""Smoke alarm"", ""Private patio or balcony"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Building staff"", ""Wifi"", ""Shared pool"", ""Iron"", ""Beach access \u2013 Beachfront"", ""Hangers"", ""Free parking on premises"", ""Dryer"", ""Crib"", ""Exterior security cameras on property"", ""Washer"", ""Essentials"", ""Long term stays allowed""]",$262.00,3,1125,3,t,0,2,12,277,54,11,1,15/10/18,13/12/24,4.67,4.87,4.83,t,2,0,0,0,0.71
28438943,city scrape,The Bungalow @ Pineapple Hill,"The Bungalow @ Pineapple Hill is halfway between the Capitol of Belize and The Caribbean Sea off  the spectacular Hummingbird Highway. you will pass thru Valleys full with Citrus and The Maya Mountains over mountain creeks and crystal clear rivers. Check out our Youtube Video which shows the whole property and amenities https://www.youtube.com/watch?v=o3xD4SK1rms&feature=youtu.be. We are in a rural area but, there is a wonderful Ice Cream/yogurt/dairy shop 10 minutes away and a legendary tamale stand 1 minute away (Miss Bertha's Tamales) the zip line at Angel Falls and T.R.E.E.S, a jungle research center are 2 minutes away.Food store is 15 minutes east. All major services can be found in either Belmopan (West)or Dangriga(East) 30 minutes away. Our area is acclaimed as one of the most Beautiful areas in the country with access to all attractions, Maya Ruins as well as hiking, mountain biking, horse back riding, fishing, snorkeling, diving or just sight seeing.I wrote and recorded this s",214690310,Steven,10/09/18,"Stann Creek District, Belize",within a few hours,100%,97%,t,5,9,t,"Stann Creek District, Belize",Stann Creek Mainland,Stann Creek,17.04884,-88.55629,Entire bungalow,Entire home/apt,3,2,1,2,"[""Hot water"", ""Backyard"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""TV"", ""Cooking basics"", ""Wifi"", ""Garden view"", ""Microwave"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""BBQ grill"", ""Free parking on premises"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Pocket wifi"", ""Essentials"", ""Long term stays allowed""]",$252.00,3,14,3,t,8,32,57,57,78,19,1,10/12/18,28/12/24,4.99,4.95,5,f,5,4,1,0,1.06
28443797,city scrape,Charming tropical getaway with Pool,,214648886,Oskar,10/09/18,"Belize City, Belize",within a few hours,100%,44%,t,2,2,t,,Cayo,Cayo,17.24107,-88.80145,Entire home,Entire home/apt,2,1,3,3,"[""TV"", ""Air conditioning"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Dryer"", ""Washer"", ""Kitchen"", ""Private entrance"", ""Essentials"", ""Hangers"", ""Pool""]",$176.00,2,1125,2,t,26,50,80,355,7,0,0,25/11/18,06/10/23,4.86,5,5,f,2,2,0,0,0.09
28490630,city scrape,"Charming tropical getaway with pool, sleeps 4",,214648886,Oskar,10/09/18,"Belize City, Belize",within a few hours,100%,44%,t,2,2,t,,Cayo,Cayo,17.23904,-88.80238,Entire home,Entire home/apt,4,1,2,2,"[""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Dryer"", ""Washer"", ""Kitchen"", ""Private entrance"", ""Essentials"", ""Hangers"", ""Pool"", ""Host greets you""]",$252.00,2,1125,2,t,16,34,64,339,19,6,1,11/11/18,09/12/24,4.95,4.89,5,f,2,2,0,0,0.25
28518119,city scrape,Near Beach Renovated 1BR | Balcony | WiFi,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Stann Creek Mainland,Stann Creek,16.51466,-88.36845,Entire cabin,Entire home/apt,4,1,1,3,"[""Dedicated workspace"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Kitchen"", ""Stove"", ""Essentials""]",$69.00,1,1125,1,t,30,60,90,365,68,20,2,22/09/18,09/12/24,4.13,4.25,4.15,t,215,200,15,0,0.89
28518304,city scrape,Romantic 1BR Oceanfront Caribe Island | Patio,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Belize Islands,Belize,17.89068,-87.98066,Entire condo,Entire home/apt,2,1,1,1,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Free parking on premises"", ""Kitchen"", ""Stove"", ""Essentials"", ""TV with standard cable""]",$272.00,2,1125,2,t,30,60,90,354,92,21,0,25/03/19,27/11/24,4.89,4.9,4.87,t,215,200,15,0,1.31
28518360,city scrape,Lovely 1BR Riverfront 3rd-Floor | Balcony | Pool,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Cayo,Cayo,17.16751,-89.11875,Private room in home,Private room,4,1,1,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""TV with standard cable""]",$280.00,2,1125,2,t,27,57,87,362,30,3,0,13/02/19,16/06/24,4.73,4.77,4.67,t,215,200,15,0,0.42
28518591,city scrape,1BR Garden-View | Patio | Pool | Dock | Partial AC,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Belize Islands,Belize,17.89198,-87.98114,Entire condo,Entire home/apt,4,1,1,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Free parking on premises"", ""Kitchen"", ""Stove"", ""Essentials"", ""TV with standard cable"", ""Long term stays allowed""]",$264.00,1,1125,1,t,26,52,82,357,47,15,0,01/11/18,27/11/24,4.68,4.62,4.62,t,215,200,15,0,0.63
28518601,city scrape,Large 2BR Oceanview Mara Laguna 2nd-Floor,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Belize Islands,Belize,17.93439,-87.95533,Entire condo,Entire home/apt,4,2,2,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Free parking on premises"", ""Dryer"", ""Washer"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials"", ""TV with standard cable""]",$307.00,3,1125,3,t,19,35,50,325,23,9,1,03/10/18,11/12/24,4.35,4.3,4.35,t,215,200,15,0,0.3
28518643,city scrape,1BR Riverfront 3rd-Floor | Pool | Balcony,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Cayo,Cayo,17.1683,-89.12021,Entire rental unit,Entire home/apt,4,1,0,4,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""TV with standard cable""]",$278.00,2,1125,2,t,24,54,82,357,11,3,0,25/04/19,12/11/24,5,4.91,4.91,t,215,200,15,0,0.16
28518646,city scrape,1BR Riverfront 3rd-Floor | Balcony | Pool,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Cayo,Cayo,17.16814,-89.11865,Private room in home,Private room,2,1,1,1,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""TV with standard cable""]",$268.00,2,1125,2,t,30,54,78,350,60,20,0,07/01/19,12/11/24,4.85,4.9,4.85,t,215,200,15,0,0.82
28518678,city scrape,Stunning 2BR Oceanfront Ambergris Caye | Pool,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Belize Islands,Belize,17.88046,-87.99098,Entire home,Entire home/apt,4,2,2,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Luggage dropoff allowed"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Free parking on premises"", ""Dryer"", ""Washer"", ""Kitchen"", ""Stove"", ""Essentials"", ""TV with standard cable""]",$496.00,2,1125,2,t,22,52,82,357,25,9,2,13/06/19,14/12/24,4.76,4.72,4.72,t,215,200,15,0,0.37
28518805,city scrape,1BR ocean view with pool & beach access,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Belize Islands,Belize,17.89055,-87.98102,Entire condo,Entire home/apt,3,1,1,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Free parking on premises"", ""Kitchen"", ""Stove"", ""Essentials"", ""TV with standard cable"", ""Long term stays allowed""]",$256.00,1,1125,1,t,22,39,61,334,67,18,2,05/01/19,19/12/24,4.79,4.85,4.84,t,215,200,15,0,0.92
28519246,city scrape,Luxe Studio Riverfront 2nd-Floor | Balcony,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Cayo,Cayo,17.16642,-89.12101,Entire rental unit,Entire home/apt,2,1,0,1,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Free parking on premises"", ""Essentials"", ""TV with standard cable""]",$204.00,2,1125,2,t,27,54,84,359,28,9,0,28/02/19,17/11/24,4.86,4.82,4.93,t,215,200,15,0,0.39
28519248,city scrape,Comfortable 2BR | Patio | Near the Beach/Town,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Belize Islands,Belize,17.73905,-88.0259,Entire home,Entire home/apt,5,1,2,3,"[""Air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Free parking on premises"", ""Kitchen"", ""Stove"", ""Essentials""]",$303.00,2,1125,2,t,30,58,88,363,54,10,0,27/09/18,15/09/24,4.3,4.35,4.31,t,215,200,15,0,0.71
28519249,city scrape,2BR Oceanview Caribe Island | Balcony | Pool,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Belize Islands,Belize,17.89149,-87.98048,Entire condo,Entire home/apt,5,2,2,3,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Refrigerator"", ""First aid kit"", ""Single level home"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Free parking on premises"", ""Kitchen"", ""Stove"", ""Essentials"", ""TV with standard cable""]",$410.00,1,1125,1,t,30,60,90,365,8,0,0,20/09/19,09/07/22,4.63,4.38,4.75,t,215,200,15,0,0.12
28519348,previous scrape,Lovely 1BR Riverfront 2nd-Floor | Balcony | Pool,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Cayo,Cayo,17.16801,-89.11933,Private room in home,Private room,2,,1,,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Waterfront"", ""First aid kit"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""TV with standard cable""]",,2,1125,2,t,28,58,88,363,13,4,1,08/01/19,11/12/24,4.85,4.85,4.77,t,215,200,15,0,0.18
28591243,city scrape,Shangri-la private Toucan Room,"The best location for travelers seeking inland tours and adventures. Located 30 minutes away from the zoo, cave tubing, zipline, jungle ATV, the monkey sanctuary and the Mayan Ruins.",215782210,Jeevan,17/09/18,"Belize City, Belize",a few days or more,0%,0%,f,3,5,t,"Belize City, Belize District, Belize",Belize Mainland,Belize,17.46461,-88.36748,Private room in villa,Private room,2,1,1,1,"[""Air conditioning"", ""Backyard"", ""Fire extinguisher"", ""Host greets you"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Single level home"", ""Lock on bedroom door"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Smoking allowed"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Stove"", ""Essentials"", ""TV with standard cable""]",$105.00,1,30,1,t,30,60,90,365,0,0,0,,,,,,f,2,0,2,0,
